リスト番号,リスト番号,リスト番号,リスト番号,山名,読み,都道府県,標高,花,花,山系,,備考,備考,備考,備考,百名山・他
18,15,,,蔵王山,ざおうさん,"宮城県, 山形県",1841,,,奥羽山脈,,"蔵王国定公園
宮城県の最高峰","奥羽山脈
樹氷",,,"日本百名山
宮城県の最高峰"
19,,,,飯豊山,いいでさん,"山形県, 福島県, 新潟県",2128,,,飯豊山地,,磐梯朝日国立公園,,,
20,,,,吾妻山,あづまさん,"山形県, 福島県",2035,,,奥羽山脈,,磐梯朝日国立公園,,,
21,,,,安達太良山,あだたらやま,福島県,1709,,,奥羽山脈,,磐梯朝日国立公園,,,
22,,,,磐梯山,ばんだいさん,福島県,1816,,,奥羽山脈,,磐梯朝日国立公園,,,
23,,,24,会津駒ヶ岳,あいづこまがだけ,福島県,2133,,コバイケイソウ,越後山脈,,尾瀬国立公園,,,"尾瀬国立公園
日本百名山"
24,,,,那須岳,なすだけ,"福島県, 栃木県",1917,,,那須連山,,日光国立公園,,,
25,,,,魚沼駒ヶ岳,うおぬまこまがたけ,新潟県,2003,,,越後山脈,,越後三山只見国定公園,,,
26,38,,68,平ヶ岳,ひらがたけ,"新潟県, 群馬県",2141,,ワタスゲ,三国山脈,,越後三山只見国定公園,"",,日本百名山,"日本百名山
新・花の百名山"
27,,,,巻機山,まきはたやま,"新潟県, 群馬県",1967,,,三国山脈,,魚沼連峰県立自然公園,,,
28,,,,燧岳,ひうちだけ,福島県,2356,,,越後山脈,,"尾瀬国立公園
福島県の最高峰",,,
29,,15,,至仏山,しぶつさん,群馬県,2228,アズマギク,,越後山脈,,尾瀬国立公園,,"尾瀬国立公園
日本百名山",
30,29,,,谷川岳,たにがわだけ,"新潟県, 群馬県",1977,,,三国山脈,,上信越高原国立公園,三国山脈,,,日本百名山
31,40,,,雨飾山,あまかざりやま,"新潟県, 長野県",1963,,,頸城山塊,,妙高戸隠連山国立公園,"",,,日本百名山
32,,63,,苗場山,なえばさん,"新潟県, 長野県",2145,ツルコケモモ,,三国山脈,,上信越高原国立公園,,"スキーリゾート
日本百名山",
33,39,,,妙高山,みょうこうさん,新潟県,2454,,,頸城山塊,,妙高戸隠連山国立公園,"頸城山塊
カルデラ
上信越高原国立公園",,,"日本百名山
一等三角点百名山"
34,,74,,火打山,ひうちやま,新潟県,2462,ハクサンコザクラ,,頸城山塊,,妙高戸隠連山国立公園,,"頸城三山
日本百名山
高谷池ヒュッテ
湿原",
35,,,,高妻山,たかつまやま,"新潟県, 長野県",2353,,,戸隠連峰,,妙高戸隠連山国立公園,,,
36,28,,,男体山,なんたいさん,栃木県,2486,,,日光連山,,日光国立公園,"日光国立公園
成層火山
中禅寺湖",,,"日本百名山
一等三角点百名山"
37,,,,奥白根山,おくしらねさん,"栃木県, 群馬県",2578,,,日光連山,,"日光国立公園
栃木県の最高峰
群馬県の最高峰",,,
38,,,,皇海山,すかいさん,"栃木県, 群馬県",2144,,,足尾山地,,日光国立公園,,,
39,,,,武尊山,ほたかやま,群馬県,2158,,,越後山脈,,"",,,
40,,,,赤城山,あかぎやま,群馬県,1828,,,独立峰,,県立赤城公園,,,
41,,,,草津白根山,くさつしらねさん,群馬県,2171,,,独立峰,,上信越高原国立公園,,,
42,53,,,四阿山,あずまやさん,"群馬県, 長野県",2354,,,菅平高原,,上信越高原国立公園,レンゲツツジ,,,日本百名山
43,,67,,浅間山,あさまやま,"群馬県, 長野県",2568,ムラサキ,,浅間山系,,上信越高原国立公園,,"日本百名山
カルデラ",
44,27,,,筑波山,つくばさん,茨城県,877,,,八溝山地,,水郷筑波国定公園,日本百名山の中で最も標高が低い,,,日本百名山
45,54,69,65,白馬岳,しろうまだけ,"長野県, 富山県",2932,コマクサ,イワイチョウ,後立山連峰,,中部山岳国立公園,"白馬大雪渓(日本三大雪渓)
後立山連峰","ウルップソウ
白馬大雪渓
中部山岳国立公園
新・花の百名山
日本百名山、新日本百名山
日本の山一覧 (高さ順)(第26位)","ウルップソウ
中部山岳国立公園
花の百名山
日本百名山、新日本百名山
日本の山一覧 (高さ順)(第26位)","日本百名山
花の百名山
新・花の百名山
一等三角点百名山
日本の山一覧 (高さ順)(第26位)"
46,,,,五竜岳,ごりゅうだけ,"長野県, 富山県",2814,,,後立山連峰,,中部山岳国立公園,,,
47,,,,鹿島槍岳,かしまやりだけ,"長野県, 富山県",2889,,,後立山連峰,,中部山岳国立公園,,,
48,42,,,剱岳,つるぎだけ,富山県,2999,,,立山連峰,,"中部山岳国立公園
氷河
が現存",剱沢大雪渓(日本三大雪渓),,,"日本百名山
日本の山一覧 (高さ順)(第22位)"
49,43,55,,立山,たてやま,富山県,3015,イワイチョウ,,立山連峰,,"中部山岳国立公園
氷河が現存
富山県の最高峰","立山カルデラ
ライチョウ(雷鳥)
黒部立山アルペンルート
室堂","タテヤマリンドウ
中部山岳国立公園
日本百名山
日本の山一覧 (高さ順)(第20位)",,"日本百名山
一等三角点百名山
富山県の最高峰
日本の山一覧 (高さ順)(第20位)"
50,,56,,薬師岳,やくしだけ,富山県,2926,キバナシャクナゲ,,飛騨山脈,,中部山岳国立公園,,"中部山岳国立公園
圏谷（カール）
新・花の百名山
日本百名山
日本の山一覧 (高さ順)(第27位)",
51,,57,,黒部五郎岳,くろべごろうだけ,"富山県, 岐阜県",2840,チングルマ,,飛騨山脈,,中部山岳国立公園,,"中部山岳国立公園
圏谷（カール）
日本百名山
日本の山一覧 (高さ順)(第51位)",
52,,,,黒岳,くろだけ,富山県,2986,,,飛騨山脈,,中部山岳国立公園,,,
53,,,,鷲羽岳,わしばだけ,"長野県, 富山県",2924,,,飛騨山脈,,中部山岳国立公園,,,
54,58,68,,槍ヶ岳,やりがたけ,"長野県, 岐阜県",3180,トウヤクリンドウ,,飛騨山脈,,中部山岳国立公園,"槍ヶ岳山荘
槍沢
北アルプスのスカイツリー","中部山岳国立公園
日本百名山、新日本百名山
各都道府県の最高峰
日本の山一覧 (高さ順)(第5位)",,"日本百名山
花の百名山
日本の山一覧 (高さ順)(第5位)"
55,,,,穂高岳,ほたかだけ,"長野県, 岐阜県",3190,,,飛騨山脈,,"中部山岳国立公園
長野県の最高峰
岐阜県の最高峰",,,
56,,,,常念岳,じょうねんだけ,長野県,2857,,,常念山脈,,中部山岳国立公園,,,
57,,,80,笠ヶ岳,かさがだけ,岐阜県,2897,,シナノキンバイ,飛騨山脈,,中部山岳国立公園,,,"ササユリ、コバイケイソウ
ミヤマトリカブト
中部山岳国立公園
日本百名山"
58,,,,焼岳,やけだけ,"長野県, 岐阜県",2455,,,飛騨山脈,,中部山岳国立公園,,,
59,65,,,乗鞍岳,のりくらだけ,"長野県, 岐阜県",3026,,,飛騨山脈,,中部山岳国立公園,"火口湖
乗鞍スカイライン
畳平
夏山スキー",,,"日本百名山
一等三角点百名山
日本の山一覧 (高さ順)(第19位)"
60,63,71,,御嶽山,おんたけさん,"長野県, 岐阜県",3067,リンネソウ,,独立峰,,"御岳県立自然公園
（長野県）
御嶽山県立自然公園
（岐阜県）","巨大な独立峰
火口湖
スキー場","巨大な独立峰
火口湖
日本百名山
日本の山一覧 (高さ順)(第14位)",,"日本百名山
一等三角点百名山
日本の山一覧 (高さ順)(第14位)"
61,,,,美ヶ原,うつくしがはら,長野県,2034,,,中信高原,,八ヶ岳中信高原国定公園,,,
62,59,80,,霧ヶ峰,きりがみね,長野県,1925,ヤナギラン,,中信高原,,八ヶ岳中信高原国定公園,車山,日本百名山,,"日本百名山
花の百名山"
63,,,59,蓼科山,たてしなやま,長野県,2530,,ヤナギラン,八ヶ岳連峰,,八ヶ岳中信高原国定公園,,,"諏訪富士
日本百名山"
64,,,,八ヶ岳,やつがたけ,"長野県, 山梨県",2899,,,八ヶ岳連峰,,八ヶ岳中信高原国定公園,,,
65,31,,33,両神山,りょうかみさん,埼玉県,1723,,ヒイラギソウ,奥秩父山塊,,秩父多摩甲斐国立公園,"",,"日本百名山
新日本百名山",日本百名山
66,33,12,36,雲取山,くもとりやま,"埼玉県, 東京都, 山梨県",2017,フシグロセンノウ,イワウチワ,奥秩父山塊,,"秩父多摩甲斐国立公園
東京都の最高峰","秩父多摩国立公園、
東京都最高峰","新・花の百名山
日本百名山
新日本百名山
各都道府県の最高峰","秩父多摩国立公園
花の百名山
日本百名山、新日本百名山
東京都の最高峰","日本百名山
花の百名山
新・花の百名山
一等三角点百名山
東京都の最高峰"
67,,,39,甲武信岳,こぶしだけ,"埼玉県, 長野県, 山梨県",2475,,レンゲショウマ,奥秩父山塊,,秩父多摩甲斐国立公園,,,"秩父多摩国立公園
日本百名山"
68,47,53,,金峰山,きんぷさん,"長野県, 山梨県",2599,シャクナゲ,,奥秩父山塊,,秩父多摩甲斐国立公園,秩父多摩国立公園,"秩父多摩甲斐国立公園
日本百名山",,日本百名山
69,,,,瑞牆山,みずがきやま,山梨県,2230,,,奥秩父山塊,,秩父多摩甲斐国立公園,,,
70,,,,大菩薩岳,だいぼさつだけ,山梨県,2057,,,奥秩父山塊,,秩父多摩甲斐国立公園,,,
71,,,,丹沢山,たんざわさん,神奈川県,1673,,,丹沢山地,,丹沢大山国定公園,,,
72,69,,,富士山,ふじさん,"山梨県, 静岡県",3776,,,独立峰,,"富士箱根伊豆国立公園
山梨県の最高峰
静岡県の最高峰",富士伊豆箱根国立公園,,,"日本百名山
静岡県・山梨県の最高峰
日本の山一覧 (高さ順)(第1位)"
73,,8,,天城山,あまぎさん,静岡県,1405,ヒメシャラ,,伊豆半島,,富士箱根伊豆国立公園,,"富士箱根伊豆国立公園
日本百名山
新日本百名山",
74,62,70,,木曽駒ヶ岳,きそこまがたけ,長野県,2956,ヒメウスユキソウ,,木曽山脈,,中央アルプス県立自然公園,"中央アルプスの主峰
駒ヶ岳ロープウェイ
千畳敷カール
駒ヶ岳神社","中央アルプスの主峰
駒ヶ岳ロープウェイ
日本百名山、新日本百名山
日本の山一覧 (高さ順)(第25位)",,"日本百名山
一等三角点百名山
日本の山一覧 (高さ順)(第25位)"
75,,,,空木岳,うつぎだけ,長野県,2864,,,木曽山脈,,中央アルプス県立自然公園,,,
76,,,,恵那山,えなさん,"長野県, 岐阜県",2191,,,木曽山脈,,"中央アルプス県立自然公園（長野県）
胞山県立自然公園
（岐阜県）",,,
77,48,,47,甲斐駒ヶ岳,かいこまがたけ,"山梨県, 長野県",2967,,タカネバラ,赤石山脈,,南アルプス国立公園,"花崗岩
駒ヶ岳神社
摩利支天
黒戸尾根",,"南アルプス国立公園
日本百名山
日本の山一覧 (高さ順)(第24位)","日本百名山
新・花の百名山
一等三角点百名山
日本の山一覧 (高さ順)(第24位)"
78,,,,仙丈岳,せんじょうだけ,"山梨県, 長野県",3033,,,赤石山脈,,南アルプス国立公園,,,
79,49,,,鳳凰山,ほうおうざん,山梨県,2840,,,赤石山脈,,南アルプス国立公園,オベリスク,,,"日本百名山
花の百名山
新・花の百名山
日本の山一覧 (高さ順)(第50位)"
80,,,49,北岳,きただけ,山梨県,3193,,キタダケソウ,赤石山脈,,南アルプス国立公園,,,"ミヤマハナシノブ
南アルプス国立公園
白峰三山
日本百名山
日本の山一覧 (高さ順)(第2位)"
81,,,,間ノ岳,あいのだけ,"山梨県, 静岡県",3190,,,赤石山脈,,南アルプス国立公園,,,
82,,,,塩見岳,しおみだけ,"長野県, 静岡県",3052,,,赤石山脈,,南アルプス国立公園,,,
83,,,,悪沢岳,わるさわだけ,"長野県, 静岡県",3141,,,赤石山脈,,南アルプス国立公園,,,
84,71,,,赤石岳,あかいしだけ,"長野県, 静岡県",3120,,,赤石山脈,,南アルプス国立公園,"",,,"日本百名山
一等三角点百名山
日本の山一覧 (高さ順)(第7位)"
85,,,,聖岳,ひじりだけ,"長野県, 静岡県",3013,,,赤石山脈,,南アルプス国立公園,,,
86,,,,光岳,てかりだけ,"長野県, 静岡県",2591,,,赤石山脈,,南アルプス国立公園,,,
87,45,54,79,白山,はくさん,"岐阜県, 石川県",2702,ミネズオウ,ハクサンコザクラ,両白山地,,白山国立公園,"白山国立公園
豪雪地帯
室堂
白山神社","ハクサンフウロ、ハクサンチドリ
ハクサンシャクナゲ
白山国立公園
新・花の百名山
日本百名山、新日本百名山
日本の山一覧 (高さ順)(第90位)","ハクサンフウロ、ハクサンシャクナゲ
白山国立公園
花の百名山
日本百名山、新日本百名山
石川県の最高峰
日本の山一覧 (高さ順)(第90位)","日本百名山
花の百名山
新・花の百名山
一等三角点百名山
石川県の最高峰
日本の山一覧 (高さ順)(第90位)"
88,,,,荒島岳,あらしまだけ,福井県,1523,,,越美山地,,奥越高原県立自然公園,,,
89,,,87,伊吹山,いぶきやま,"岐阜県, 滋賀県",1377,,イブキジャコウソウ,伊吹山地,,"琵琶湖国定公園
滋賀県の最高峰",,,"イブキトラノオ、イブキボウフウ
イブキフウロ
伊吹山ドライブウェイ
日本百名山
滋賀県の最高峰"
90,,,,大台ヶ原山,おおだいがはらやま,"三重県, 奈良県",1695,,,台高山脈,,"吉野熊野国立公園
三重県の最高峰",,,
91,,,,大峰山,おおみねさん,奈良県,1915,,,紀伊山地,,"吉野熊野国立公園
奈良県の最高峰",,,
92,81,,,大山,だいせん,鳥取県,1729,,,中国山地,,"大山隠岐国立公園
鳥取県の最高峰",伯耆富士,,,"日本百名山
花の百名山
鳥取県の最高峰"
93,86,97,,剣山,つるぎさん,徳島県,1955,クリンユキフデ,,四国山地,,"剣山国定公園
徳島県の最高峰","笹原の穏やかな山容
安徳天皇ゆかりの剣伝説","笹原の穏やかな山容
日本百名山、新日本百名山
各都道府県の最高峰",,"日本百名山
一等三角点百名山
徳島県の最高峰"
94,88,95,95,石鎚山,いしづちさん,愛媛県,1982,キレンゲショウマ,キレンゲショウマ,四国山地,,"石鎚国定公園
愛媛県の最高峰",修験者の山,"修験者の山
新・花の百名山
日本百名山、新日本百名山
各都道府県の最高峰","修験者の山
花の百名山
日本百名山、新日本百名山
愛媛県の最高峰","日本百名山
花の百名山
新・花の百名山
愛媛県の最高峰"
95,,,,九重山,くじゅうさん,大分県,1791,,,九重火山群,,"阿蘇くじゅう国立公園
大分県の最高峰",,,
96,96,100,,祖母山,そぼさん,"大分県, 宮崎県",1756,カキラン,,九州山地,,"祖母傾国定公園
宮崎県の最高峰","","日本百名山
新日本百名山
各都道府県の最高峰",,"日本百名山
花の百名山
一等三角点百名山
宮崎県の最高峰"
97,93,,,阿蘇山,あそさん,熊本県,1592,,,阿蘇カルデラ,,阿蘇くじゅう国立公園,"大型の阿蘇カルデラ
内輪山",,,"日本百名山
新・花の百名山"
98,,98,,霧島山,きりしまやま,"宮崎県, 鹿児島県",1700,マイヅルソウ,,えびの高原,,霧島錦江湾国立公園,,"最高峰韓国岳
新・花の百名山
日本百名山
新日本百名山",
99,98,,,開聞岳,かいもんだけ,鹿児島県,924,,,南薩火山群,,霧島錦江湾国立公園,"薩摩富士
成層火山
美しい円錐形",,,"日本百名山
新・花の百名山"
100,,,,宮ノ浦岳,みやのうらだけ,鹿児島県,1936,,,屋久島,,"屋久島国立公園
鹿児島県の最高峰",,,
,1,36,1,礼文岳,れぶんだけ,北海道,490,レブンソウ,オオカサモチ,,,,"離島
森林限界
花の浮島","レブンアツモリソウ、レブンコザクラ
レブンウスユキソウ
新・花の百名山、新日本百名山","レブンアツモリソウ、レブンコザクラ
レブンウスユキソウ
花の百名山、新日本百名山"
,3,48,,雌阿寒岳,めあかんだけ,北海道,1499,メアカンフスマ,,,,,"雄阿寒岳
阿寒湖
成層火山","日本百名山
新日本百名山",
,5,,,藻岩山,もいわやま,北海道,531,,,,,,札幌市街夜景,,
,6,,,羊蹄山,ようていざん,北海道,1898,,,,,,成層火山,,
,7,,,恵山,えさん,北海道,618,,,,,,"成層火山
溶岩ドーム",,
,8,,,大尽山,おおづくしやま,青森県,828,,,,,,"",,
,9,,,八甲田山,はっこうだざん,青森県,1585,,,,,,"カルデラ
樹氷(霧氷)",,
,11,,,白神岳,しらかみだけ,青森県,1235,,,,,,世界遺産,,
,12,,,七時雨山,ななしぐれやま,岩手県,1060,,,,,,"",,
,14,32,19,栗駒山,くりこまやま,"岩手県, 宮城県",1627,ヒナザクラ,クルマユリ,,,,成層火山,"新・花の百名山
日本二百名山
新日本百名山","花の百名山
日本二百名山
新日本百名山"
,16,,16,秋田駒ヶ岳,あきたこまがたけ,秋田県,1637,,キオン,,,,"十和田八幡平国立公園
カルデラ",,"日本二百名山
新日本百名山
秋田県の最高峰"
,17,,,太平山,たいへいざん,秋田県,1170,,,,,,県立自然公園,,
,20,,,大朝日岳,おおあさひだけ,山形県,1870,,,,,,磐梯朝日国立公園,,
,21,,,西吾妻山,にしあづまさん,"山形県, 福島県",2035,,,,,,磐梯朝日国立公園,,
,22,,,霊山,りょうぜん,福島県,825,,,,,,阿武隈高地,,
,23,,,一切経山,いっさいきょうやま,福島県,1949,,,,,,吾妻連峰,,
,24,,,安達太良山,あだたらやま,福島県,1728,,,,,,成層火山,,
,25,,,磐梯山,ばんだいさん,福島県,1819,,,,,,"磐梯朝日国立公園
成層火山
猪苗代湖",,
,26,,,奥久慈男体山,おくくじなんたいさん,茨城県,654,,,,,,阿武隈高地,,
,30,,,荒船山,あらふねやま,"群馬県, 長野県",1423,,,,,,"",,
,32,,,烏場山,からすばやま,千葉県,267,,,,,,房総丘陵,,
,34,,,天上山,てんじょうさん,東京都,572,,,,,,"",,
,35,,,蛭ヶ岳,ひるがたけ,神奈川県,1673,,,,,,丹沢山地の最高峰,,
,36,,,神山,かみやま,神奈川県,1438,,,,,,"富士伊豆箱根国立公園
芦ノ湖",,
,37,,,ドンデン山,どんでんやま,新潟県,940,,,,,,佐渡島,,
,41,,,朝日岳,あさひだけ,"富山県, 新潟県",2418,,,,,,"後立山連峰
栂海新道",,
,44,,,人形山,にんぎょうさん,"富山県, 岐阜県",1726,,,,,,"",,
,46,,,荒島岳,あらしまだけ,福井県,1524,,,,,,九頭竜川,,
,50,,,農鳥岳,のうとりだけ,"静岡県, 山梨県",3026,,,,,,白峰三山,,
,51,,51,櫛形山,くしがたやま,山梨県,2052,,アヤメ,,,,アヤメ平,,日本二百名山
,52,,,志賀山,しがさん,長野県,2037,,,,,,志賀高原,,
,55,,,唐松岳,からまつだけ,"富山県, 長野県",2696,,,,,,"八方池
後立山連峰",,
,56,76,,爺ヶ岳,じいがたけ,"富山県, 長野県",2670,カライトソウ,,,,,"柏原新道
後立山連峰","中部山岳国立公園
新・花の百名山
日本三百名山
日本の山一覧 (高さ順)(第99位)",
,57,,,燕岳,つばくろだけ,長野県,2763,,,,,,"合戦尾根
コマクサ
花崗岩",,
,60,,,赤岳,あかだけ,"長野県, 山梨県",2899,,,,,,八ヶ岳の主峰,,
,61,61,48,仙丈ヶ岳,せんじょうがたけ,"長野県, 山梨県",3033,シナノナデシコ,イワギキョウ,,,,"南アルプスの女王
圏谷（カール）","南アルプス国立公園
圏谷（カール）
新・花の百名山
日本百名山、新日本百名山
日本の山一覧 (高さ順)(第17位)","南アルプス国立公園
圏谷（カール）
花の百名山
日本百名山、新日本百名山
日本の山一覧 (高さ順)(第17位)"
,64,,,奥穂高岳,おくほたかだけ,"岐阜県, 長野県",3190,,,,,,"ジャンダルム
上高地
北アルプスの最高峰",,
,66,,,大日ヶ岳,だいにちがたけ,岐阜県,1709,,,,,,"白山国立公園
大日如来
スキー場",,
,67,,,天城山,あまぎさん,静岡県,1406,,,,,,富士伊豆箱根国立公園,,
,68,,,沼津アルプス,ぬまづあるぷす,静岡県,392,,,,,,"",,
,70,,,塩見岳,しおみだけ,"静岡県, 長野県",3047,,,,,,"鉄の兜（かぶと）
南アルプスの中央部",,
,72,,,鳳来寺山,ほうらいじさん,愛知県,684,,,,,,"湯谷温泉
鳳来寺山パークウェイ",,
,73,90,,大台ケ原山,おおだいがはらやま,"奈良県, 三重県",1695,イナモリソウ,,,,,多雨地帯,"多雨地帯
日本百名山
新日本百名山
各都道府県の最高峰",
,74,,,武奈ヶ岳,ぶながたけ,滋賀県,1214,,,,,,比良山系の最高峰,,
,75,88,,愛宕山,あたごやま,京都府,924,オタカラコウ,,,,,愛宕神社の総本山,愛宕神社の総本山,
,76,,,岩湧山,いわわきさん,大阪府,897,,,,,,カヤトの高原,,
,77,,,六甲山,ろっこうさん,兵庫県,931,,,,,,"",,
,78,,91,氷ノ山,ひょうのせん,"兵庫県, 鳥取県",1510,,シロバナエンレイソウ,,,,"",,"日本二百名山
新日本百名山
兵庫県の最高峰"
,79,,,釈迦ヶ岳,しゃかがだけ,奈良県,1800,,,,,,大峯奥駈道,,
,80,,,烏帽子山,えぼしやま,和歌山県,909,,,,,,"",,
,82,,,三瓶山,さんべさん,島根県,1126,,,,,,"",,
,83,,,蒜山,ひるぜん,"岡山県, 鳥取県",1202,,,,,,蒜山高原,,
,84,,,弥山,みせん,広島県,530,,,,,,宮島、厳島神社,,
,85,,,東鳳翩山,ひがしほうべんさん,山口県,734,,,,,,"",,
,87,,,飯野山,いいのやま,香川県,422,,,,,,讃岐富士,,
,89,,,稲叢山,いなむらやま,高知県,1506,,,,,,"",,
,90,,,英彦山,ひこさん,"福岡県, 大分県",1200,,,,,,"",,
,91,,,黒髪山,くろかみやま,佐賀県,516,,,,,,"",,
,92,,,普賢岳,ふげんだけ,長崎県,1359,,,,,,雲仙,,
,94,,,由布岳,ゆふだけ,大分県,1583,,,,,,"双耳峰
トロイデ型の活火山",,
,95,99,,久住山,くじゅうさん,大分県,1787,ツクシフウロ,,,,,"九重山
ミヤマキリシマ","九重山
ミヤマキリシマ
日本百名山
新日本百名山
各都道府県の最高峰",
,97,,,高千穂峰,たかちほのみね,宮崎県,1574,,,,,,"",,
,99,,,永田岳,ながただけ,鹿児島県,1886,,,,,,屋久島三岳,,
,100,,,於茂登岳,おもとだけ,沖縄県,526,,,,,,石垣島,,
,,1,,高尾山,たかおさん,東京都,599,フクジュソウ,,,,,,"年間登山者数世界一
ミシュランガイド三ツ星の観光地",
,,2,,大楠山,おおぐすやま,神奈川県,241,フユノハナワラビ,,,,,,三浦半島最高峰,
,,3,,御前山,ごぜんやま,東京都,1405,カタクリ,,,,,,奥多摩三山,
,,4,,三頭山,みとうさん,東京都,1531,ハシリドコロ,,,,,,日本三百名山,
,,5,,幕山,まくやま,神奈川県,625,タツナミソウ,,,,,,湯河原,
,,6,,武甲山,ぶこうさん,埼玉県,1304,セツブンソウ,,,,,,日本二百名山,
,,7,,高鈴山,たかすずさん,茨城県,623,センブリ,,,,,,"一等三角点
電波塔",
,,9,,三筋山,みすじやま,静岡県,812,ホソバコガク,,,,,,伊豆半島,
,,10,,大山,おおやま,神奈川県,1252,ウラシマソウ,,,,,,"丹沢の山
日本三百名山",
,,11,,川苔山,かわのりやま,東京都,1363,アズマイチゲ,,,,,,川乗山,
,,13,,地蔵岳,じぞうだけ,群馬県,1673,アツモリソウ,,,,,,"赤城山
日本百名山",
,,14,,黒檜山,くろびさん,群馬県,1827,クサタチバナ,,,,,,"赤城山
日本百名山",
,,16,,大岳山,おおだけさん,東京都,1266,イワウチワ,,,,,,日本二百名山,
,,17,,高水山,たかみずさん,東京都,759,ツルリンドウ,,,,,,高水三山,
,,18,,鶏頂山,けいちょうざん,栃木県,1756,ショウジョウバカマ,,,,,,"那須火山帯
高原山
日本三百名山",
,,19,,大菩薩峠,だいぼさつとうげ,山梨県,1897,ギンバイソウ,,,,,,"大菩薩嶺
新・花の百名山
日本百名山",
,,20,,御岳山,みたけさん,東京都,929,オケラ,,,,,,"青梅市
ケーブルカー
新・花の百名山",
,,21,,生藤山,しょうとうさん,"東京都, 神奈川県",990,ホタルカズラ,,,,,,奥多摩山域の南端,
,,22,,石割山,いしわれやま,山梨県,1143,オオバギボウシ,,,,,,山中湖の東北端,
,,23,,尾瀬沼,おぜぬま,"福島県, 新潟県, 栃木県, 群馬県",1410,ギョウジャニンニク,,,,,,尾瀬国立公園,
,,24,14,八幡平,はちまんたい,"秋田県, 岩手県",1613,イソツツジ,タテヤマリンドウ,,,,,"新・花の百名山
日本百名山","花の百名山
日本百名山"
